race,rent_monthly,monthly_income_gross,income_verified,income_stability,savings_buffer_months,guarantor_available,verified_rental_debt_flag,credit_score,rent_history_reported,rent_on_time_rate_12m,rent_late_or_nsf_count_12m,utility_on_time_rate_12m,approved
White,931.97,3202.86,0,0.7241,0.7,0,0,752,1,0.9773,0.0,0.9533,1
Indigenous,1047.68,3204.97,1,0.6072,4.48,1,0,757,1,0.8938,2.0,0.8912,1
White,2047.8,6463.7,1,0.854,1.32,1,0,653,0,,,0.9744,1
Black,2395.95,5192.4,1,0.6628,2.58,0,0,652,1,0.9585,1.0,0.9459,1
Indigenous,2036.64,4396.33,1,0.9456,0.51,0,0,682,1,0.9496,0.0,0.9299,1
Asian,1390.08,4541.34,0,0.8294,0.34,0,0,657,1,0.9337,0.0,,1
White,1573.27,4219.12,1,0.9624,3.47,1,0,670,1,0.9306,1.0,,1
Asian,3568.75,9265.41,0,0.8854,1.05,0,0,683,1,0.9417,0.0,0.9347,1
Other,1458.34,4019.8,1,0.8231,2.56,1,0,662,1,0.8831,2.0,0.9846,1
White,722.92,3273.67,0,0.8252,1.06,0,0,660,0,,,0.9133,1
White,2692.47,6870.77,1,0.4259,2.76,0,0,658,0,,,0.9807,1
White,2086.96,4821.78,0,0.6497,1.8,0,0,608,1,0.9125,2.0,0.9359,1
White,3500.79,10614.59,1,0.7389,1.57,0,0,636,1,0.8876,1.0,0.9452,1
Asian,1782.0,4325.32,1,0.8413,2.4,1,0,657,1,0.9805,0.0,0.8546,1
White,1860.02,6991.91,1,0.7385,2.67,0,0,688,1,0.8994,1.0,0.8763,1
Asian,3308.87,7594.53,1,0.9319,1.13,1,0,626,1,0.9828,0.0,,1
White,1237.38,4332.7,1,0.861,2.58,1,0,690,1,0.901,3.0,,1
White,1238.78,4009.38,0,0.861,2.72,1,0,668,0,,,0.9325,1
White,1926.77,6740.52,0,0.5213,3.42,1,0,680,1,0.9328,1.0,0.9406,1
Black,2775.9,6359.0,1,0.5031,4.18,0,0,635,1,0.9366,1.0,,1
Asian,1299.75,3173.85,0,0.7939,1.85,0,0,665,1,0.9061,1.0,0.9765,1
White,661.45,3503.3,1,0.686,1.07,0,0,628,1,0.9278,0.0,0.903,1
Indigenous,650.0,2140.22,1,0.8719,0.87,1,0,723,1,0.9806,0.0,,1
White,2529.13,6404.78,1,0.9445,1.2,1,0,680,1,0.9673,1.0,0.9807,1
White,1562.42,4744.66,1,0.7768,1.28,1,0,704,1,0.8717,2.0,0.9267,1
White,1142.59,4913.1,1,0.6488,1.44,0,0,733,1,0.9719,1.0,0.9813,1
Other,1352.48,2876.73,1,0.9288,1.81,0,0,655,0,,,0.9535,1
Asian,1239.09,3540.69,1,0.6367,2.12,1,0,676,0,,,,1
Asian,1624.64,4398.98,1,0.9269,2.22,0,0,737,1,0.9196,0.0,0.9586,1
White,1013.49,4109.68,0,0.9437,3.12,0,0,594,0,,,0.9684,1
White,2242.46,5418.95,1,0.6448,4.47,0,0,684,1,0.9838,0.0,0.9104,1
Asian,2625.76,6378.11,0,0.4978,2.23,1,0,642,0,,,0.9264,0
White,3774.13,11507.78,0,0.5708,1.28,0,0,705,1,0.9542,1.0,0.873,1
Other,2065.0,5163.7,1,0.9735,3.07,0,0,687,1,0.9633,1.0,0.8894,1
Indigenous,3500.17,7683.3,1,0.5935,2.95,1,0,653,0,,,0.9082,1
White,1564.71,3889.06,1,0.7735,1.18,0,0,614,1,0.9308,2.0,0.8276,0
Asian,795.12,2893.39,0,0.7867,2.98,1,0,638,1,0.8943,1.0,0.8648,1
Other,1359.63,4596.77,1,0.4368,0.13,1,0,669,0,,,0.7415,1
White,1220.29,2972.66,0,0.9125,0.86,0,0,671,1,0.9343,1.0,0.9375,1
Asian,1376.23,5226.77,1,0.7866,0.71,0,0,633,0,,,,1
Other,984.97,3957.05,1,0.7222,0.91,0,0,638,0,,,,1
White,708.22,2623.9,1,0.6743,3.12,0,0,703,1,0.9268,1.0,0.9009,1
Black,4130.79,9547.39,1,0.8053,1.55,0,0,663,0,,,,1
White,1307.68,4308.16,1,0.6063,3.38,0,0,649,1,0.9268,1.0,,1
Asian,953.38,2931.43,1,0.9995,4.73,0,0,743,1,0.9437,1.0,0.9307,1
Indigenous,2845.28,7120.79,1,0.7304,4.57,1,0,671,1,0.8791,0.0,0.9691,1
Asian,1117.4,4029.51,1,0.7328,1.15,0,0,668,1,0.9783,0.0,,1
White,2310.44,7615.74,1,0.7012,1.6,0,0,654,1,0.927,0.0,0.922,1
Asian,1358.9,4022.77,1,0.7995,1.85,0,1,678,1,0.921,2.0,,0
White,1244.18,4303.14,1,0.6977,5.17,0,1,680,0,,,0.8875,0
White,2443.78,5867.04,1,0.6223,1.14,0,0,692,0,,,0.9648,0
White,1807.72,6399.92,1,0.9466,3.75,0,0,708,1,0.9159,0.0,0.926,1
Asian,3058.56,6804.8,0,0.8165,2.57,0,0,701,1,0.9523,0.0,0.8552,1
White,1880.08,5039.21,1,0.616,0.19,0,0,610,0,,,0.953,1
White,1851.38,6256.84,1,0.8871,1.51,0,0,718,1,0.9447,0.0,,1
Black,1930.92,6750.58,1,0.8718,0.82,0,0,656,0,,,0.8943,1
White,2182.33,5578.15,1,0.5244,1.47,1,0,709,1,0.9297,0.0,,1
White,1508.69,4946.74,1,0.7674,0.2,0,0,649,1,0.8786,3.0,0.8307,1
White,846.59,3135.55,1,0.8651,5.38,0,0,638,1,0.8491,2.0,0.9536,1
White,3032.35,6413.27,0,0.833,1.37,0,0,659,1,0.8865,1.0,0.9849,1
Asian,1864.5,5277.33,1,0.4715,1.48,1,0,657,0,,,0.9502,1
White,1925.02,4499.17,0,0.7411,5.05,0,0,680,1,0.9898,1.0,,1
White,2447.45,8132.57,1,0.8038,0.61,0,0,596,0,,,0.963,1
Other,883.38,3154.77,1,0.9313,2.64,0,1,706,1,0.8619,3.0,,1
Indigenous,3405.21,9244.89,1,0.8352,1.04,1,0,616,0,,,0.8271,1
Asian,1516.15,5159.62,1,0.9024,0.35,0,0,582,0,,,,1
Black,1764.45,5811.22,1,0.7974,2.87,0,0,673,1,0.9708,0.0,0.7861,1
Other,1287.87,4528.51,1,0.5239,4.26,0,0,607,0,,,0.7804,1
White,980.62,2901.37,0,0.7423,1.77,0,1,748,0,,,0.8807,0
Asian,1998.65,4952.02,1,0.8769,3.17,0,0,639,0,,,,1
Asian,1813.12,5846.36,1,0.676,1.13,0,0,685,1,0.8923,2.0,0.981,1
White,3175.06,6588.58,1,0.7779,2.7,0,0,650,0,,,0.8618,1
White,1557.44,4851.79,1,0.8838,1.9,0,0,565,1,0.7996,1.0,,1
White,816.14,2413.96,1,0.7254,1.24,1,0,668,1,0.9365,5.0,,1
Asian,828.2,3031.56,0,0.7711,0.79,0,0,604,0,,,0.9168,1
Indigenous,3741.91,10663.91,1,0.4437,4.21,0,0,698,1,0.9363,0.0,0.9688,1
Indigenous,1413.62,3547.6,1,0.9871,1.95,0,0,594,0,,,0.8991,0
White,3662.85,8568.78,1,0.3605,1.4,1,0,648,1,0.8435,2.0,0.9325,1
White,921.44,3749.9,1,0.7202,1.55,0,0,688,1,0.9893,0.0,,1
White,1860.0,4878.31,1,0.3045,2.76,0,0,602,1,0.699,2.0,0.9395,1
White,2565.82,6471.98,1,0.8325,3.1,0,0,650,1,0.9334,3.0,,1
Other,875.42,3902.4,1,0.9358,1.91,0,0,638,1,0.8777,1.0,,1
Black,3358.78,9078.73,1,0.8613,2.6,1,0,591,1,0.9854,2.0,0.8112,1
Other,1727.99,5339.67,1,0.7897,1.47,1,0,709,1,0.9435,0.0,,1
Black,1782.61,6110.18,1,0.9338,1.61,0,0,731,1,0.9801,0.0,0.938,1
Other,1420.9,4735.07,1,0.8799,2.9,1,0,698,1,0.9641,0.0,,1
White,2184.0,6548.33,0,0.6593,1.43,0,0,606,1,0.8746,1.0,0.9851,1
White,4124.09,9036.18,1,0.9918,0.73,0,1,668,1,0.9893,1.0,,0
White,2050.68,4966.47,1,0.8353,2.8,1,0,662,1,0.949,3.0,,1
White,4148.98,9526.32,0,0.7009,2.46,1,0,638,1,0.9487,1.0,0.9732,1
White,1681.16,4197.97,1,0.8512,3.46,0,0,712,1,0.9808,0.0,,1
White,2143.24,6794.36,0,0.7233,2.77,0,0,693,1,0.8431,0.0,0.8197,1
Other,2289.57,6170.92,1,0.7216,2.41,0,0,660,1,0.957,0.0,0.816,1
White,1392.51,3577.47,1,0.974,0.64,0,0,712,1,0.9277,1.0,,1
Other,2536.46,5604.06,1,0.5853,1.87,0,0,671,1,0.9763,0.0,0.9787,1
Indigenous,1547.62,5213.42,1,0.7381,1.29,0,0,639,0,,,0.9926,1
Asian,1624.81,3857.59,0,0.9746,2.75,1,0,693,1,0.9902,0.0,,1
Asian,2217.68,5894.14,1,0.4841,5.37,0,0,683,1,0.893,3.0,,1
White,2258.37,5473.18,1,0.689,3.06,1,0,637,0,,,0.886,1
Asian,1794.01,5069.56,0,0.5435,0.6,0,0,692,0,,,0.8684,1
White,1665.08,5076.67,1,0.8893,2.32,0,0,642,1,0.9381,1.0,0.9514,1
Other,1939.72,5038.73,1,0.6547,1.29,1,0,758,1,0.9163,0.0,,1
White,1754.22,4572.06,1,0.588,2.95,1,0,597,0,,,0.9621,1
White,1435.14,5460.83,1,0.6951,3.28,1,0,682,1,0.8942,1.0,0.9248,1
Asian,1590.55,4150.75,1,0.6197,1.83,1,0,658,1,0.8941,0.0,,1
Asian,4421.62,13177.91,0,0.5802,1.44,0,0,591,1,0.9383,1.0,,1
White,1453.31,3175.27,1,0.4926,2.41,0,0,687,1,0.9369,1.0,,1
Asian,1406.2,4237.62,0,0.6443,1.18,0,0,666,0,,,0.9614,1
White,1376.88,4356.41,1,0.887,3.35,0,0,707,1,0.933,1.0,0.9341,1
Asian,4438.19,10620.98,1,0.6577,2.78,1,0,628,0,,,0.883,1
White,1213.54,3275.96,1,0.8148,1.4,0,0,665,1,0.8882,1.0,,1
White,2114.22,6035.94,1,0.6183,0.83,0,0,710,1,0.987,1.0,0.8506,1
White,2110.1,5672.31,1,0.8385,2.24,1,0,639,0,,,,1
White,2294.19,5844.02,1,0.5446,3.76,0,0,663,1,0.9824,1.0,,1
White,3295.46,8015.51,0,0.6579,3.19,0,0,651,0,,,0.9738,1
White,2331.06,7958.17,1,0.778,0.72,1,0,738,1,0.9419,0.0,,1
White,1407.64,4440.75,1,0.7152,2.59,0,0,663,1,0.9362,0.0,0.9464,1
White,2143.76,5565.38,1,0.8234,2.78,0,0,660,1,0.8739,0.0,,1
White,650.0,2708.03,1,0.8198,1.63,0,0,629,1,0.9481,2.0,,1
White,1496.22,5383.51,1,0.4107,1.96,0,0,650,0,,,0.9047,1
Asian,1184.98,3938.35,1,0.6969,3.08,0,0,709,1,0.9879,2.0,0.9432,1
Other,1612.42,4871.61,0,0.541,2.11,1,0,599,1,0.9523,3.0,0.9732,1
White,1361.48,2882.85,0,0.7312,0.29,0,0,644,1,0.8985,2.0,0.9651,1
Other,1925.55,5991.63,0,0.5849,1.01,0,0,712,1,0.915,0.0,,1
White,784.29,2871.57,1,0.7038,1.38,0,0,635,1,0.9376,3.0,,1
White,2381.75,5477.0,0,0.9632,1.03,1,0,634,1,0.9585,3.0,,1
Asian,1717.71,3385.09,0,0.5972,3.33,0,0,669,1,0.9732,0.0,0.8665,1
Indigenous,944.91,3862.38,1,0.615,2.53,0,0,692,1,0.9284,1.0,,1
Black,3390.61,7789.8,0,0.6823,0.64,1,0,650,0,,,0.9071,1
White,1985.85,6388.06,1,0.7182,2.49,1,0,684,0,,,0.9154,1
Indigenous,3351.26,7774.74,1,0.7995,3.5,1,0,655,1,0.9306,1.0,,1
White,2436.35,8976.08,1,0.6426,1.64,1,0,677,1,0.9479,1.0,,1
White,1436.49,3967.61,1,0.82,2.38,1,0,646,1,0.923,3.0,,1
White,2594.43,8787.22,1,0.8631,2.04,1,0,680,1,0.9502,2.0,0.9673,1
Other,1412.66,3113.45,1,0.7594,0.79,0,0,622,1,0.9156,0.0,0.9647,1
White,1633.11,6751.7,1,0.8735,2.5,0,0,647,0,,,0.8305,1
Indigenous,1407.57,4375.37,0,0.8452,1.27,0,1,661,0,,,0.9496,1
Asian,1546.04,3754.87,1,0.9538,4.65,1,0,562,1,0.9033,0.0,,1
Asian,1677.47,6447.7,1,0.6206,0.74,1,0,637,1,0.8679,1.0,,1
Asian,3205.91,7238.34,1,0.5703,1.89,0,0,684,1,0.9513,0.0,0.9524,1
Black,2431.7,7163.53,1,0.6718,3.63,0,0,662,0,,,0.9496,1
White,1856.27,5606.12,0,0.6609,1.39,0,0,727,1,0.9768,1.0,0.9238,1
White,1713.52,5445.79,1,0.7913,2.46,1,0,724,0,,,0.953,1
Asian,1975.39,6253.0,1,0.6678,10.73,0,0,679,1,0.9413,1.0,,1
White,1814.29,5783.31,0,0.6257,3.46,0,0,696,1,0.8989,0.0,,1
White,2176.01,6284.79,1,0.8105,2.55,0,0,639,0,,,0.9275,1
White,2268.61,5584.85,1,0.7859,3.18,0,0,713,1,0.957,0.0,,1
White,2429.04,6984.08,1,0.5409,2.64,1,0,641,0,,,0.9378,1
White,1064.3,2942.14,1,0.9216,0.98,0,0,751,1,0.9773,1.0,,1
White,1854.07,4966.49,0,0.4549,2.41,0,0,721,1,0.9242,1.0,,1
Other,755.75,3203.72,1,0.6436,6.76,0,0,678,1,0.8932,0.0,0.8193,1
White,2022.86,5728.79,1,0.9034,4.14,0,0,668,1,0.929,0.0,0.938,1
Other,4261.17,9238.08,1,0.8739,1.55,0,0,659,1,0.9358,3.0,0.987,0
Other,1202.66,4404.95,1,0.7349,1.69,0,0,631,0,,,,1
White,2175.51,5436.83,1,0.4957,7.05,0,0,653,0,,,0.9906,1
Asian,2969.55,6776.28,1,0.6136,1.89,0,0,605,0,,,0.977,1
Asian,894.06,2521.76,1,0.8473,1.41,1,0,716,1,0.907,1.0,0.9464,1
Asian,1967.12,4331.53,1,0.7294,1.0,0,0,666,1,0.9566,0.0,0.8837,1
White,2099.55,5907.6,1,0.9545,2.16,0,0,693,1,0.927,1.0,0.8719,0
White,773.53,1886.48,1,0.6428,1.35,1,0,591,1,0.928,1.0,,1
White,1236.52,3694.24,1,0.5752,2.09,1,0,650,1,0.9633,1.0,0.8988,1
Asian,2148.81,7644.29,0,0.7117,2.5,1,0,757,1,0.9909,0.0,0.9082,1
Other,3318.01,7386.9,1,0.7702,4.48,0,0,703,1,0.9688,0.0,,1
Asian,1954.07,5927.9,0,0.8783,1.66,0,0,723,1,0.95,2.0,0.9617,1
Asian,3327.36,7081.09,1,0.6787,0.28,1,0,648,1,0.9233,3.0,0.9161,1
Other,2296.76,5606.6,1,0.7367,1.6,0,0,666,1,0.9597,1.0,,1
Asian,2765.3,6315.75,1,0.8578,1.62,0,0,685,1,0.8384,1.0,,1
White,2058.79,4656.11,1,0.7669,1.52,1,0,690,1,0.9897,1.0,0.9596,1
Black,1918.52,5415.11,1,0.8156,1.83,0,1,654,1,0.8738,1.0,0.8863,1
White,1819.96,4167.55,0,0.6098,0.39,1,0,723,1,0.9355,2.0,0.8916,1
White,3235.73,8092.02,0,0.6699,0.77,1,0,705,0,,,0.9579,1
White,3274.71,8856.97,1,0.8395,1.47,1,0,724,1,0.9417,1.0,0.9855,1
Other,3268.08,8428.58,1,0.6771,3.46,0,0,642,1,0.8676,1.0,0.9727,1
White,1398.96,4507.85,1,0.917,1.92,1,0,557,1,0.9731,2.0,,1
White,1035.04,3724.15,1,0.6526,2.78,1,0,622,0,,,0.7903,1
White,2404.27,8130.31,1,0.7975,0.68,0,0,657,1,0.9446,2.0,0.906,1
White,2051.96,6290.41,1,0.807,1.1,0,0,665,1,0.99,0.0,,1
White,1755.42,5833.77,1,0.6563,0.07,0,0,671,1,0.9641,0.0,0.9305,1
Asian,1418.34,4165.71,1,0.9404,0.34,0,1,648,1,0.7478,2.0,0.927,0
Black,2257.74,6035.39,1,0.6804,6.36,1,0,603,0,,,0.9318,1
White,1594.69,3556.62,1,0.7804,0.64,1,0,631,1,0.9113,1.0,,1
White,2664.41,6492.06,1,0.6045,0.9,0,0,632,0,,,,1
White,4061.77,8425.55,1,0.8181,1.07,0,0,675,1,0.9119,0.0,,1
White,4066.84,9202.95,1,0.9044,5.17,1,0,732,1,0.8655,0.0,,1
Asian,2677.36,6663.48,0,0.6768,0.66,1,0,630,0,,,,1
Asian,1069.63,3205.77,1,0.8769,1.73,0,0,732,1,0.9848,1.0,,1
Asian,2574.06,5571.83,1,0.7791,1.14,0,0,679,1,0.9233,0.0,0.9339,1
White,3442.98,10996.17,1,0.7373,1.34,1,0,696,1,0.9175,0.0,0.9433,1
Asian,983.88,3836.82,1,0.7699,0.53,0,0,689,1,0.8652,1.0,0.9094,1
White,1629.02,5093.4,1,0.9138,1.16,0,0,748,1,0.8998,1.0,0.8543,1
White,3093.4,8528.32,1,0.9339,2.92,1,0,618,0,,,,1
Other,2354.04,6453.71,1,0.8924,1.72,1,0,706,1,0.9738,0.0,,1
Indigenous,3174.42,12387.82,0,0.7976,2.44,0,0,673,0,,,0.9769,1
Other,1896.89,4023.51,1,0.7765,0.73,1,0,612,1,0.9143,2.0,,1
Other,1064.07,3677.54,1,0.6962,3.16,1,0,590,0,,,0.9734,1
Asian,2786.43,7981.31,1,0.937,1.81,1,0,561,1,0.8039,3.0,0.9134,1
Other,1360.32,3421.58,1,0.6289,1.36,0,0,617,1,0.9655,0.0,0.9218,1
White,1944.17,4853.94,1,0.9403,1.51,0,0,657,1,0.9357,0.0,0.8724,1
White,2322.77,5081.89,1,0.8097,1.98,0,0,671,0,,,0.8391,1
White,2287.07,7472.69,1,0.5274,1.93,0,0,653,1,0.9454,1.0,,1
White,1968.7,6447.24,1,0.8364,4.47,0,0,650,1,0.9223,2.0,,1
White,1641.18,6102.09,1,0.7386,2.04,0,0,646,1,0.9293,2.0,0.942,1
White,1912.84,4516.82,0,0.7825,1.99,0,0,680,1,0.8812,2.0,,1
Asian,3633.81,7955.87,1,0.8152,1.67,0,0,669,0,,,0.9072,1
Indigenous,5000.0,20000.0,1,0.9484,2.28,0,0,657,0,,,,1
Asian,2594.09,6623.39,1,0.9164,3.38,1,0,710,1,0.916,2.0,0.8981,1
White,2322.01,5384.6,1,0.7804,0.33,1,0,636,0,,,0.8456,1
Asian,861.45,3301.6,1,0.9534,0.29,0,0,685,1,0.9466,2.0,0.873,1
White,1180.56,4160.1,1,0.3967,1.62,1,0,626,1,0.8384,2.0,0.8879,1
White,1663.57,4825.24,1,0.6487,1.01,1,0,630,1,0.9274,1.0,,1
White,1275.13,4312.63,1,0.5254,1.91,0,0,663,0,,,0.9484,1
White,1793.78,5170.82,1,0.7868,1.94,1,0,646,0,,,,1
White,3358.61,9688.74,1,0.8592,1.6,0,1,639,1,0.8673,2.0,,0
Indigenous,2738.21,8045.94,0,0.7589,3.99,1,0,655,0,,,,1
Indigenous,1737.31,4918.81,1,0.6566,0.93,0,0,652,0,,,0.8706,1
Asian,1284.03,3406.76,1,0.5416,1.1,1,0,640,0,,,0.8996,1
White,2371.53,8304.0,1,0.8039,4.76,0,0,584,1,0.9406,3.0,0.9933,1
Indigenous,2204.41,5111.48,1,0.684,0.64,0,0,618,0,,,0.9696,1
Asian,1156.37,2841.65,1,0.6391,1.52,0,0,675,1,0.9274,0.0,0.9681,1
White,1635.01,6672.6,0,0.4977,1.4,0,0,673,1,0.9521,2.0,0.9279,1
Asian,2148.9,7445.79,1,0.8347,2.56,1,0,701,1,0.9853,0.0,0.888,1
White,723.25,2224.63,0,0.907,1.75,0,0,629,1,0.9029,1.0,0.9775,1
White,1180.09,3896.44,1,0.6228,0.56,0,1,660,1,0.8893,0.0,,1
White,1197.56,5002.81,1,0.85,1.24,1,0,569,1,0.9698,1.0,0.9469,1
White,1777.35,6724.36,1,0.7226,1.13,0,0,705,1,0.9873,0.0,,1
White,1800.44,4341.18,0,0.7131,2.9,0,0,710,1,0.9645,1.0,0.9756,1
White,1820.27,3886.11,1,0.5119,4.74,0,0,673,1,0.8748,4.0,,1
White,2820.89,6707.11,0,0.6581,3.99,0,0,612,1,0.9362,3.0,,1
Other,1597.28,4413.84,1,0.7792,1.7,1,0,638,1,0.9551,1.0,,1
White,2369.72,6286.33,1,0.8088,3.51,0,0,681,0,,,0.9333,1
White,1354.69,3524.11,1,0.533,3.55,0,0,723,1,0.981,1.0,0.9664,1
White,1328.16,3239.25,1,0.7643,5.41,0,0,635,0,,,,1
Black,2865.45,6773.4,0,0.6706,0.04,0,1,650,0,,,0.916,0
Asian,2435.13,5680.51,0,0.3706,1.35,1,0,663,1,0.7627,0.0,0.9303,1
Other,2896.13,7181.57,1,0.9835,2.81,0,0,628,1,0.9425,1.0,,0
White,1692.66,4315.66,1,0.8126,1.05,0,0,708,1,0.967,0.0,0.9112,1
White,1269.39,3936.81,1,0.6975,0.58,1,0,714,1,0.971,1.0,,1
Asian,2176.76,8372.15,1,0.8527,0.71,0,0,672,1,0.9771,1.0,,1
White,1039.06,3051.47,1,0.8955,2.35,1,0,740,1,0.9258,0.0,,1
Indigenous,2283.75,8058.04,0,0.6465,1.13,0,0,654,1,0.861,0.0,,1
Black,2445.45,8255.13,1,0.7226,0.72,0,0,611,1,0.8879,0.0,0.7546,1
White,1655.13,7026.51,0,0.5944,4.82,0,0,678,1,0.9372,0.0,,1
Other,1323.9,4087.47,0,0.3917,2.32,1,0,598,0,,,,1
Asian,1850.32,3907.41,1,0.8637,4.33,0,0,670,1,0.947,3.0,0.8466,1
White,1811.87,4831.41,1,0.8358,1.37,1,0,705,1,0.8723,0.0,0.8008,1
White,938.23,3304.86,1,0.7676,3.22,1,0,636,1,0.9589,1.0,0.9382,1
White,1199.81,3713.84,1,0.7804,0.85,0,0,693,1,0.9539,2.0,,1
Indigenous,2061.91,6516.36,1,0.334,1.12,0,0,703,1,0.9801,1.0,,1
White,2611.6,6526.89,1,0.8501,1.33,1,0,664,1,0.9763,0.0,,1
White,1404.98,3601.35,1,0.9043,1.14,0,0,682,1,0.9707,0.0,0.9903,1
Asian,1821.51,6588.34,0,0.713,0.68,1,0,650,0,,,,0
White,2073.41,6096.19,1,0.8578,1.21,0,0,684,1,0.9266,0.0,,1
White,2404.91,8820.86,1,0.9277,0.47,1,0,654,1,0.961,2.0,,1
Asian,2420.68,6346.2,0,0.5484,1.9,0,0,655,1,0.969,1.0,,1
White,3350.83,7532.01,1,0.9398,3.77,1,0,602,0,,,0.9638,1
White,2917.96,6144.98,1,0.7959,1.03,1,0,600,1,0.8545,3.0,0.8348,1
White,2038.83,7327.5,1,0.6437,1.59,0,0,624,0,,,0.9029,1
White,1320.34,3314.04,1,0.9275,3.55,1,0,716,1,0.9587,0.0,,1
White,1933.03,4983.08,1,0.6684,4.9,0,0,583,0,,,,1
Indigenous,2238.81,5129.53,1,0.794,3.36,1,0,641,0,,,,1
Other,1615.13,4774.77,1,0.7601,1.94,0,0,714,1,0.9478,2.0,0.9228,1
White,2147.28,6074.01,1,0.5434,2.62,0,0,564,1,0.8277,1.0,0.8257,1
Other,1961.75,6492.78,1,0.5886,2.78,0,0,656,0,,,0.9743,1
Asian,1739.37,5965.24,1,0.7235,2.65,0,1,673,1,0.9591,0.0,,1
Asian,1954.69,4887.73,0,0.7039,1.12,1,0,672,1,0.9376,1.0,0.9767,1
Asian,1490.27,4019.48,1,0.6505,3.1,0,0,683,1,0.9582,0.0,,1
Asian,2449.64,7634.47,1,0.8119,3.73,0,0,688,0,,,,1
Indigenous,2178.6,5877.11,1,0.9049,0.18,1,0,630,0,,,0.8865,1
White,1298.26,3640.58,1,0.8057,1.34,0,0,662,1,0.9388,1.0,,1
White,2100.66,4859.17,0,0.7914,2.46,0,0,651,1,0.8603,0.0,,1
White,1083.22,2824.99,0,0.6193,2.11,0,0,697,1,0.9326,0.0,,1
White,2461.03,5264.77,1,0.8246,2.5,0,0,659,1,0.8882,0.0,0.9102,1
Asian,1966.65,4851.2,1,0.8237,0.77,0,0,662,1,0.8554,1.0,0.9369,1
White,1422.95,4252.87,1,0.8446,0.17,0,0,658,1,0.8816,4.0,,0
White,2303.03,9054.56,1,0.7856,2.0,1,0,675,1,0.9277,0.0,,1
White,1406.99,3469.48,1,0.7243,1.7,1,0,661,1,0.9759,0.0,,1
White,2006.73,6658.51,1,0.7528,3.68,1,0,561,1,0.8142,1.0,0.9922,1
Asian,3740.16,11178.66,1,0.7937,2.48,0,0,727,1,0.9812,1.0,,1
Asian,2932.85,7581.43,1,0.8795,0.19,0,0,668,0,,,,1
White,1541.64,5142.92,1,0.9465,2.53,0,0,652,1,0.957,0.0,,1
White,1049.49,3496.4,1,0.7679,4.41,1,0,674,1,0.9405,0.0,,1
White,1103.86,3228.24,1,0.8979,3.59,0,0,741,1,0.9,0.0,0.9043,1
White,1517.15,4502.42,1,0.6083,2.49,0,0,654,1,0.9491,0.0,0.8814,1
Asian,1693.29,4088.62,1,0.9659,1.22,1,0,721,1,0.951,0.0,0.8414,1
Asian,1305.43,4042.31,0,0.7822,1.56,0,0,742,1,0.9925,1.0,,1
White,1635.23,4638.77,1,0.8057,1.53,0,0,676,1,0.9638,0.0,,1
White,1432.09,5017.2,0,0.6454,2.8,0,0,653,1,0.9824,0.0,,1
Other,2287.34,6162.5,1,0.7624,2.68,0,0,665,1,0.9174,2.0,0.8833,1
Indigenous,1131.4,3371.74,1,0.919,1.89,0,0,636,0,,,0.8969,1
White,1309.53,4095.44,1,0.7183,3.41,0,0,696,1,0.9612,0.0,,1
White,1841.24,4917.37,1,0.3974,1.01,0,0,664,1,0.9528,0.0,,0
White,1257.82,4856.12,0,0.8881,3.23,1,0,657,1,0.9208,0.0,0.7657,1
Other,3929.24,9888.84,1,0.5668,4.96,1,0,665,0,,,0.9231,1
White,1802.14,5640.34,1,0.9074,4.1,0,0,599,1,0.8777,0.0,,1
White,903.55,2956.19,0,0.8367,3.25,0,0,696,1,0.9606,0.0,0.8776,1
Other,1987.03,6019.61,0,0.9738,1.2,0,0,661,1,0.9426,0.0,0.9463,1
Asian,2724.43,6294.28,1,0.8404,2.26,0,0,682,1,0.9737,1.0,,1
White,1857.11,4977.18,1,0.6288,2.77,1,0,616,1,0.9494,1.0,0.9556,1
White,1142.61,3400.66,0,0.677,2.18,0,0,747,1,0.9313,0.0,0.9417,1
White,3543.48,9621.28,1,0.8641,2.75,0,0,681,1,0.949,1.0,,1
Asian,1342.96,3575.84,0,0.838,5.89,1,0,680,0,,,,1
White,2541.56,6553.04,1,0.7459,4.01,1,0,603,1,0.8906,3.0,,1
Other,2544.62,5577.14,0,0.8525,5.28,0,0,656,1,0.9699,1.0,,1
Other,2360.71,6416.95,0,0.4323,3.88,0,0,681,1,0.9228,0.0,0.9878,1
White,3383.2,9450.42,0,0.8751,1.58,1,0,687,1,0.9604,0.0,,1
Asian,1874.12,6329.57,1,0.9625,0.83,0,0,701,1,0.9656,0.0,0.9037,1
White,1913.12,4276.46,1,0.8928,1.55,1,0,680,1,0.9409,0.0,0.7859,1
White,2779.35,7658.04,1,0.8941,2.11,0,0,660,1,0.8983,1.0,,1
Asian,1289.73,4169.41,1,0.9385,3.72,0,0,669,1,0.9109,1.0,0.932,1
White,2641.36,5506.36,1,0.9083,3.31,0,0,679,1,0.9469,0.0,,1
White,1586.78,3307.13,1,0.6115,1.01,0,0,648,1,0.9314,2.0,0.9205,1
White,1250.04,3621.94,0,0.8411,2.22,0,0,639,1,0.877,1.0,0.989,1
White,1826.22,5294.37,1,0.483,4.42,0,0,677,0,,,0.9542,1
White,2318.69,5914.99,1,0.777,1.04,0,0,629,1,0.8903,1.0,0.9822,1
Asian,1237.8,2865.73,1,0.4408,1.75,0,0,632,1,0.9566,1.0,0.9643,1
